query,title,price,shipping_time,variable_prod,returns,shipping_price,ebay_article_id,prod_url,ebay_vendor,category,subcategory,product_state,product_sold_out_text
iphone 8 plus,Apple iPhone 8 Plus - 64GB/256GB - Dorado/Negro/Plateado-Desbloqueado-Varios Grados,"267,25 EUR",jue. 8 jul. y el lun. 12 jul. ,"<span id=""sel-msku-variation"" style=""display:none"">-1</span>","reembolso de 30 días, el comprador paga los gastos de envío de la devolución","14,33 EUR",114161031062,https://www.ebay.es/itm/114161031062?_trkparms=ispr%3D1&hash=item1a94871796%3Ag%3AxzgAAOSw0Vtef0HU&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSR84A%252FGMxXIqJzFmDq6lDLsz8R4RoXn5ZWzLcf9j5tjnUX8SWtPKbFX5zdV%252FQx6fiIwzwbfwx0E4%252BpoHZd7tmocheBFMQWvSb%252BOu2gfCDJ1WTzWkLiTv06r8jaC6uzn%252B9ykvEBfOfXTagVV%252BMAFakuhlcS6Oy2gyvZU7yTkG1Es0RVWVp1z7xmtS%252FWk67PBQVO9Kfl7w65GksBbDLltjKeUGtWucOsTr6I01%252BgxzhJGu4hZd8AdDjQcVwi3xeAz0seJ7URATdEvE4G6qtduQ1ZMKuW8EEENWUyweScobprDzy7xvmO%252BIylVN6ipiz1GVSpDwDTinGACs6dYQBBwQaVXg%252FUO3zKmpDSOMM1UWgHBcDcALG%252FeL1umq3pPCqOEk%252BOt40r3ulN3MhVxDu5u9OnXWbf1rfCmaCtHEwdbbs0sfkn2kVdvYU31iat41GhoFPwTlJaRVJuatkg7hGeZD2yQjErW53%252B8N57WyBjIbuPFcYOnBtmZogGjlCcrnIhLF2O7VzYyzWxOmAObgTG1H4bK2kX9YV2D4Pl2nNPL8M02%252BM3mk7vpn69YLVFOqsmb0YWnbjLZMqmN%252FBBQcgm1JhtieJedXHxn%252FZevYriZ6IdyoxbVw6JSj4riNeH6GBmr1MX3GiWYMYvNcs1Xmu9KtOlJbM0T0%252F0vm7ct444mWkWB2oOU6QJS92HfSN88zqdpsjJfCoQFWXvHgsbXr3srM4Tk2F0qF9gnj9V2cPjL1e5BrztgGUDvnMo1np35P5mPNra3RXgYUN5z8hrht7g4w6oGb%252BrZnvpLky3fcHR8LV%252BPZOCpijtjiSmHxuZI8XQFT4%7Campid%3APL_CLK%7Cclp%3A2334524&LH_BIN=1,onemoremobile,Movilesytelefonia,,Reacondicionado por el vendedor,
iphone 8 plus,Apple iPhone 8 Plus/128gb/diverse colores/distribuidor de/IVA./usado,"329,99 EUR",lun. 12 jul.  y el mar. 13 jul. ,"<span id=""sel-msku-variation"" style=""display:none"">-1</span>",Los consumidores tienen derecho a devolver el artículo según las condiciones que aparecen más abajo,"13,90 EUR",144064043494,https://www.ebay.es/itm/144064043494?hash=item218ae2d9e6%3Ag%3AwR0AAOSwDYdcGf-M&LH_BIN=1,flip4shop,Movilesytelefonia,,Usado,
iphone 8 plus,Apple iPhone 8 Plus 64GB 3GB Ram Desbloqueado Gris Espacio Excelente,"242,84 EUR",vie. 9 jul. y el lun. 12 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución","13,87 EUR",183467806608,https://www.ebay.es/itm/183467806608?_trkparms=ispr%3D1&hash=item2ab7888f90%3Ag%3Aw7IAAOSwNQ1grm9n&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS7UXID%252BRPOSNsnm8kYPghtPQN8kxPsJ63NZiu90R9BiU2OVTZE6ePPecgHenvP5O2sl%252BwGcilpylBeHeJ2YqVLbESuYzo74BZm%252BAPmdoRrRoDwRwGsmnPKRh824N774ya3kD9kL5VQdc6jdsOf4W5CiBYv7oiiNzsgYMLxOr9gmaQ2YwUM7wH4nw1f5WG3Gk09AhV6WgQVixWSqCFvDnv2atLjKt9lsZIIdObt9VhHl2XDdvFVAUaqHYiEKfcQD2vNBB79AFhmpqNVy06C54t4RxTe%252F%252Flf7eJK9QjafD8gPSoNx7qPlfYzjSX74038jwKCnm9w%252B71E0PZt%252Bfr7hA7YQpFZaWWz%252F1W5NarepZG6UJGfdSR2L3hXcHOHyTqQNPBttwUURcZ%252BLvcsrsBcxvdxLRuNbSOSVRfCsquPRncs7lwnRnc1ptC%252FJZkMjG41SmCIlGCQHPgfoPs2NAhZR%252BkkwSVC7pz6mNphnK2CWhLyEimJ5TUHPg%252F17fppDsaKQjDYqFXks9ivxSb%252Bt1Px7q19lroPpl4bf27hkJ9ghqHEqczTYE0EBj1tVFAI3CLGJtWua2hqiZBZvtczw6rTYFNJ4FFRxkAmM8Tk19PnG39IXsX%252B8%252BjBkwSM1VSV9csQJJmw%252Fyx7Fk4tOK1YudI1UDKVf%252F6265cdLCtiLPgV%252BKBBKP4Ldb43yAn7x7%252FefCwFIf8ppUGJDaWxxTUnyNSNrsTDSzGXsJorA5%252B9eGgbBsvjchovnCCCjfrvaCv7fuKq3%252BK%252F1nKNRqx70ttANJV3guiJDPRfkjdBl6pUF%252BPxcOGvd%252Fwg6nr4%252BNVCtrAMkHCPCfY%7Campid%3APL_CLK%7Cclp%3A2334524&LH_BIN=1,handtec,Movilesytelefonia,,Reacondicionado por el vendedor,
iphone 8 plus,Apple iPhone 8 64GB Inmaculada Perfecto Estado Desbloqueado Plus,"278,87 EUR",vie. 9 jul. y el lun. 12 jul. ,,No se aceptan devoluciones,"23,43 EUR",324690669049,https://www.ebay.es/itm/324690669049?hash=item4b99126df9%3Ag%3A1dMAAOSwSjlg1bAv&LH_BIN=1,brit301,Movilesytelefonia,,Usado,
iphone 8 plus,Apple iPhone 8 Plus A1897 64GB Cámara IOS Mobile Teléfono inteligente Desbloqueado Dorado,"288,16 EUR",vie. 9 jul. y el lun. 12 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución","14,70 EUR",393117779860,https://www.ebay.es/itm/393117779860?hash=item5b87a54794%3Ag%3AsgYAAOSwMexgGCPH&LH_BIN=1,xsitems_ltd,Movilesytelefonia,,Usado,
iphone 8 plus,Apple iPhone 8 Plus - 64GB-Gris espacial (Vodafone) (GSM),"203,35 EUR",vie. 9 jul. y el mar. 13 jul. ,,No se aceptan devoluciones,"23,45 EUR",194219497107,https://www.ebay.es/itm/194219497107?hash=item2d38625693%3Ag%3Aqp0AAOSwEd5gx7la&LH_BIN=1,snaparazzi,Movilesytelefonia,,Usado,
iphone 8 plus,Apple iPhone 8 64GB Desbloqueado Plateado Inmaculada Pristin Plus condición,"278,87 EUR",vie. 9 jul. y el lun. 12 jul. ,,No se aceptan devoluciones,"23,43 EUR",384240880090,https://www.ebay.es/itm/384240880090?hash=item59768a89da%3Ag%3AekcAAOSw7G9goCXN&LH_BIN=1,azro301,Movilesytelefonia,,Usado,
iphone 8 plus,Apple iPhone 8 Plus (A1897) - Teléfono inteligente 64GB-Oro Rosa Desbloqueado * Venta *,"237,03 EUR",mar. 6 jul. y el vie. 16 jul. ,,No se aceptan devoluciones,"17,42 EUR",363448449101,https://www.ebay.es/itm/363448449101?hash=item549f37384d%3Ag%3Ao34AAOSwztNg14aH&LH_BIN=1,stacyaffa2311,Movilesytelefonia,,Usado,
iphone 8 plus,"Apple iPhone 8, 64GB NUEVO PRECINTADO Gris espacial Desbloqueado Plus Entrega Gratis 11","302,11 EUR",mié. 7 jul. y el sáb. 17 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución","11,61 EUR",384249555492,https://www.ebay.es/itm/384249555492?hash=item59770eea24%3Ag%3AmH4AAOSw3dNgyfOu&LH_BIN=1,reubdub,Movilesytelefonia,,Nuevo,
iphone 8 plus,Apple iPhone 8 Plus A1897 64GB Cámara IOS Mobile Teléfono inteligente Oro bloqueado EE,"276,54 EUR",vie. 9 jul. y el lun. 12 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución","14,49 EUR",333879906946,https://www.ebay.es/itm/333879906946?hash=item4dbccb1282%3Ag%3AxdMAAOSwDYNgHWw5&LH_BIN=1,xsitems_ltd,Movilesytelefonia,,Usado,
iphone 8 plus,Apple iPhone 8 Plus Almacenamiento 64GB-Desbloqueado,"307,93 EUR",lun. 12 jul.  y el mié. 14 jul. ,,"reembolso de 14 días, el comprador paga los gastos de envío de la devolución","18,30 EUR",353552501066,https://www.ebay.es/itm/353552501066?hash=item52515f094a%3Ag%3ArfwAAOSwjftg2fQO&LH_BIN=1,dorsettech,Movilesytelefonia,,Usado,
iphone 8 plus,Apple iPhone 8 Plus - 64GB-Dorado (Desbloqueado) (S15),"232,39 EUR",mié. 7 jul. y el jue. 15 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución","29,04 EUR",174311469503,https://www.ebay.es/itm/174311469503?hash=item2895c5f1bf%3Ag%3AuRoAAOSwU%7ERfJ-gq&LH_BIN=1,smartgadgets2019,Movilesytelefonia,,Usado,
iphone 8 plus,Apple iPhone 8 Plus - 64GB-Dorado (Desbloqueado) A1897 (GSM),"360,16 EUR",lun. 12 jul.  y el mié. 14 jul. ,,No se aceptan devoluciones,"26,47 EUR",284351495540,https://www.ebay.es/itm/284351495540?hash=item4234ab7d74%3Ag%3AP1cAAOSwZCpfFh7D&LH_BIN=1,peterruss-2008,Movilesytelefonia,,Usado,
iphone 8 plus,IPHONE 8 Plus 256GB Dorado Plateado Gris espacial,"104,58 EUR",jue. 8 jul. y el vie. 16 jul. ,"<span id=""sel-msku-variation"" style=""display:none"">-1</span>","reembolso de 30 días, el comprador paga los gastos de envío de la devolución","11,62 EUR",274798715250,https://www.ebay.es/itm/274798715250?hash=item3ffb47a172%3Ag%3AU4cAAOSwWAVgoBhB&LH_BIN=1,sunnpur-9,Movilesytelefonia,,Usado,
iphone 8 plus,Apple iPhone 8 Plus - 64GB-Gris espacial (Desbloqueado),"213,81 EUR",vie. 9 jul. y el lun. 12 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución","13,35 EUR",402954158000,https://www.ebay.es/itm/402954158000?hash=item5dd1f07fb0%3Ag%3AohIAAOSwO2tg2dTW&LH_BIN=1,ihub-ltd,Movilesytelefonia,,Usado,
iphone 8 plus,Apple iPhone 8 Plus - 64GB-Gris espacial (Desbloqueado) (R60),"296,30 EUR",mié. 7 jul. y el jue. 15 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución","29,04 EUR",174356883637,https://www.ebay.es/itm/174356883637?hash=item28987ae8b5%3Ag%3A3%7EQAAOSw%7EJBfFs76&LH_BIN=1,smartgadgets2019,Movilesytelefonia,,Usado,
iphone 8 plus,APPLE IPHONE 8 PLUS 64GB ROSSO RICONDIZIONATO BUONE CONDIZIONI,"239,00 EUR",lun. 5 jul. y el vie. 23 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución","9,90 EUR",294228259134,https://www.ebay.es/itm/294228259134?hash=item44815ef13e%3Ag%3Ax8EAAOSw7d1gyMd7&LH_BIN=1,likenw,Movilesytelefonia,,Reacondicionado por el vendedor,
iphone 8 plus,Apple iPhone 8 Plus - 64GB-Dorado Desbloqueado condición Inmaculada pritine,"278,87 EUR",vie. 9 jul. y el lun. 12 jul. ,,No se aceptan devoluciones,"23,43 EUR",384247417817,https://www.ebay.es/itm/384247417817?hash=item5976ee4bd9%3Ag%3AOW8AAOSwCgVgsKJa&LH_BIN=1,azro301,Movilesytelefonia,,Usado,
iphone 8 plus,Apple iPhone 8 Plus - 64GB-Gris espacial Excelente Estado,"261,44 EUR",vie. 9 jul. y el lun. 12 jul. ,,No se aceptan devoluciones,"23,10 EUR",384247423318,https://www.ebay.es/itm/384247423318?hash=item5976ee6156%3Ag%3ANOYAAOSwJ2hgw8Qy&LH_BIN=1,azro301,Movilesytelefonia,,Usado,
iphone 8 plus,Apple iPhone 8 Plus 64GB 256GB Desbloqueado Sim Libre Varios Colores UK,"139,43 EUR",vie. 2 jul. y el jue. 15 jul. ,"<span id=""sel-msku-variation"" style=""display:none"">-1</span>","reembolso de 30 días, el comprador paga los gastos de envío de la devolución","23,23 EUR",284057806065,https://www.ebay.es/itm/284057806065?hash=item42232a24f1%3Ag%3AA5cAAOSw9BBfPECD&LH_BIN=1,techluxurious,Movilesytelefonia,,Reacondicionado por el vendedor,
iphone 8 plus,Apple iPhone 8 Plus - 64GB (Desbloqueado) - Plata,"208,00 EUR",vie. 9 jul. y el lun. 12 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución","13,25 EUR",402954154321,https://www.ebay.es/itm/402954154321?hash=item5dd1f07151%3Ag%3AweMAAOSwLg9g2cK6&LH_BIN=1,ihub-ltd,Movilesytelefonia,,Usado,
iphone 8 plus,Apple iPhone 8 Plus - 64GB/128GB/256GB - Dorado/Negro/Plateado-Desbloqueado-Varios Grados,"244,01 EUR",vie. 2 jul. y el jue. 15 jul. ,"<span id=""sel-msku-variation"" style=""display:none"">-1</span>","reembolso de 30 días, el comprador paga los gastos de envío de la devolución","29,05 EUR",223130249986,https://www.ebay.es/itm/223130249986?_trkparms=ispr%3D1&hash=item33f3996b02%3Ag%3AgJIAAOSwKWhd26Nj&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSvtkx670Z0mbyfWqmxLFLYQ6jEQn5T5RPn9isBwdI7LjC77Wq34XALMF6PJ5KztxyOo7LwnHjlteQBoRIYgKRAmmEJgfmKJU58jPpdGcTFIU%252FefgoUSfXlIrwrz3ILWRaIk33BDg1fDxpZ1MK5sQxl1gfUePPymAdL%252Bc6ZQ9Z3orTT%252FOOWwgESuuMZ56tI8MwZRay3FmXt9tGKBWIhAB%252FBhsjAHWqNRJ1msRep7GGw3xtbVb%252F3Pie%252FBbmjSDsz1rJ7%252BZYkTnfUdHUgUxrtOMMsvAcNaw7tephcwtQ5lCbSw5fyySwX8lLOQeitN5V2xXTqfzgGZHw9enkJqiar5jf8GuVWDjkKWWlZUXvDAd9WGWVB9RSkk%252Bpy%252Fx3ZPQqjKaJUJyEmbl0l8%252FIdtuEx2gVEPxHqUpHXyqFywtH2G1sSF4LFBCjWoQu8udbkBXDB8RD7is6Gl4Fzw0M2NatoqiGiHswyZetvPj6L7dZcqPfDP0Dj9kdVEfOdzFBnZkod2a43I3IIlvaSVjo%252FDzS1fjclkBUA1PnMSWsvRbodAx%252Bsmiw5S37EVApac6TdF0jKunuWdJhJeqkmVTsO4sobQw8tXT1YDIOBLv1gNB3tFoJiONZWqzLeeRDUkwpunl1dQJoC968119Qjp2b3qZuIyrwGJrfYmQufiWlpc7NZ4Ses%252BIOQ4u4i2YVIg8b0SDjimif1ezh3KIrFQkkbPcAhTQrgvrAr3CN3etlSWKr1QSy%252BdzLaKhzBSAxod7lpKcUIStonevDkdxN6K1SbK%252FFc7NU9lgcMNtnN%252FB8jMKEHBhyVJJu2sezgpL3lTdTYFE1rmnx%7Campid%3APL_CLK%7Cclp%3A2334524&LH_BIN=1,the_ioutlet_extra,Movilesytelefonia,,Reacondicionado por el vendedor,
iphone 8 plus,Apple iPhone 8 Plus - 64GB-Dorado (O2) A1897 (GSM),"220,78 EUR",vie. 9 jul. y el lun. 12 jul. ,,No se aceptan devoluciones,"13,48 EUR",284347057751,https://www.ebay.es/itm/284347057751?hash=item423467c657%3Ag%3AQ6kAAOSwTCNg1hA2&LH_BIN=1,jadoredior-2009,Movilesytelefonia,,Usado,
iphone 8 plus,Apple iPhone 8 - 64GB-rojo del producto Plus - (Desbloqueado) - Perfecto Estado,"325,30 EUR",mar. 6 jul. y el vie. 16 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución","15,05 EUR",333581587171,https://www.ebay.es/itm/333581587171?_trkparms=ispr%3D1&hash=item4dab0312e3%3Ag%3AaXkAAOSwN%7EdeoE6-&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSprd4IgPv6LBzlteBBg9Pe5WO7ez04CeL2NksHfC06ur5ByPbKcv2GWHi6ogPu7Fh1T5VBqxuJev9AgdbRrOHAmWQ4r6LzngwaKdSLSMk%252BAKsSodLFKvjeKOVr64h4Bcco4MXwabVS%252Fsqm6di85suqf7X%252FRIBI73ZGzjpcl8nUx23eyP8su6LD7oTrWoeFYu%252BUiVS31JurE1aY4ACUkcNVkOS97rjh7RCcOgYbg6494hY3sunCJe9mtYNDP4BK7L9YC23h6aw4rKuoRsIXEnkzlMMCXAf6B%252B1%252BDRFbGVzkfitPBJMA6igVU8elSbNd92k7y77QkGT7Fyo97t09pJU%252FvI71JNDF6kANtrbOUlKGrxzAUlWspjkFWBBPB81CucS1bGCQgluL%252Fntb4z9sVL2h42vxlFty6CTanJ6GrTqqgt0ieARBX1ezklww8RLflXSuFzaJsVeZNlU8yk888HRP1uLsJeBoAK2D9GzBG%252BEP98joh6MAh3mb9XSJ9Pq5aL6dkmuoO5jzqCZRYK%252F4amxHQ8vzQ2%252FD%252FH1Z30%252F7Xde%252BsnfuuNfTsiXlp45gUHdiY1BTyEFdZxPvIFxKeSZpICLX9OhXQRuamkQQ%252BaakcGtam4o8AoUQsuMGYpjUXeOtzBPwNdHOkhYgB%252Bm93EkAjjlbpPEm5piRJR4PAUfe8yVPH25Yr%252Fsu1YA%252Ff1oGRHKx5sUYQXRQYFbh2g2e%252FBX6VLi83mrIBGlqyi8OwtpWfEvXIOPkVxrHzNSDW%252FmlwhLdouHHyGErGYHufvnoJShR%252B9t%252BZp7EXSBeYQ4f9RgIkdePq0TASGsI1ljBtssXDybIrz%252F%7Campid%3APL_CLK%7Cclp%3A2334524&LH_BIN=1,innofinity-worldwide,Movilesytelefonia,,"Abierto, sin usar",
iphone 8 plus,Apple Iphone 8 Plus 256GB 3GB Teléfono inteligente Desbloqueado Ram IOS-Gris espacial,"292,81 EUR",vie. 9 jul. y el lun. 12 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución","14,79 EUR",401718950759,https://www.ebay.es/itm/401718950759?_trkparms=ispr%3D1&hash=item5d8850bb67%3Ag%3AIZoAAOSwYshgwi65&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS%252BMKizvpuEDUfX4dvRWfUzWtdwfbEYm%252Fhnkm9G2QDcfGIEOvSxP1lnfib6oSDRNTN0Jwf6IJoHeWJkHCIoq9pFOl7RHTPQ0%252BI%252BB2Uv%252FCt64FxjVU1eAxhtGz2pALyL4praCaNx9%252BmvMLFxUC3aJky7ugwcBllsofKucyazB4CDNL2tqrOAF%252Bg3EcVYGaSor5fGjBJi74Np%252FJ3%252FzkpOOsk1cXhnKWBeCLfABdDtq%252F7K0tRxC9Yeh%252B9E9uz8kEeqqkT%252BwGtbhzE67DKbXB1%252B68RUlwa%252BP6f4tlhqC3kYNT0yB65P0Jn%252BaoUNt9vK2HJi0GXsqhiD8gKxxGXGkYUj%252FH%252BsYMVdwa%252BcU46iGiUapjf6fpKbZ3sEsA0YUhWEEMbnEpJmKq16hFqt7ESa7Pu3jpehtfSQik2frslwx1w6jG6jPDuqCClAOiPTiSYgH9PiFE3necUc4mJqXvAlJYLnUIGnKTeyxp0KjBA0kmKkT%252B0GrpGzcgOICoDz1rykXqlSaHJ4p00svGQAaHUNLm3a%252BdcR9kXUDyMdxMBawqp8T9DkkLMPAtfUj6GE%252FJu0ob3r1GKzROumBcQbJDpW2TUx8ilDtd31uwPsHGecFK0LbyqcUthRLDRkjZsTGabDdiUG7ccHPEmJku%252FSVzyL5en0wy8s2xEHAVamvdJUxENhAD2b1PKhwPyCAUDejr4H9yMl3kDOWnzvzr48mvIKxiP6WBR%252B3xsQToxZMxyvtsgAVZaYPkuq4o9LHZcW5wb3qNFf5T6IWiBz6IPVsjJmQgkXdFk9wqnAygHT34JsH2LbMSg5HQ3iAgE0em7ybT2ZYDktaK8%7Campid%3APL_CLK%7Cclp%3A2334524&LH_BIN=1,handtec,Movilesytelefonia,,Reacondicionado por el vendedor,
iphone 8 plus,Apple iPhone 8 Plus 64GB 128GB 256GB Desbloqueado SIM Teléfono Inteligente Color + Regalos Gratis,"174,17 EUR",mar. 6 jul. y el vie. 16 jul. ,"<span id=""sel-msku-variation"" style=""display:none"">-1</span>","reembolso de 30 días, el comprador paga los gastos de envío de la devolución","17,43 EUR",383849761225,https://www.ebay.es/itm/383849761225?_trkparms=ispr%3D1&hash=item595f3a89c9%3Ag%3AIMYAAOSwYSlfKDus&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSQuF9OYLb3wphIAOfpJK8Ru%252Ft%252Bhbwmnci363xLwYjAeBj3lkAItdKde0mwQSjD%252FzzGEozb%252BaG3WDfJiWA2g7hkO1lGvjV%252FNa3Q8%252FbTgpaanMg5H5J2nafgvekC9S3e4Qly8iER9O%252BkZrRRJVwg924sCLtUwM7h%252Fmgi9rIDiuPzKf4P%252FlHV%252BZ4S6yjoDe%252Bp0NuenV8nAcWMVWxmWnG1EB8atPwWpDxhj11vk6lKLVdJctClYr9XWQajAB9is1TXGu%252FX0ezKvhGI7vzo14EuIwtb7wXHHbQ4mkJ9JWvzM7xdaXj3UvtLQcASXycWs%252Bzw%252B5U7s3yffC5k77OKdUaqtoiMC%252B%252FAs2qXXSEoiJGa5PPoPb8vfT7f8DYtemzryomdd1oAYIundyzpLKR5UB5pdfwHMllyYPaTnhaEQyCQWUnU8lLJo2eyQdUEUDG5ahRp%252Ffzc7VeTQJYiVTld0KXq0qj%252BEAEp2QJQOtV8IYxMbE03EQeYTNMLvRRhvI1oMRuk99yPNkM6Z%252BZGFFKpDP5ExXm8y%252BPetIn1yTXQOdBf3hpEhG6tQR3hE1DFxcdGxr65zd2RaVsVFQgJZg1znDniTmqPT3pk8XapAgEJMwJLBhbMBru35arRpGd66P4BlO8SkzYyTGpLTvI5bvfefS%252FbL2%252BmR%252Fe%252BXcHrrKwmNl%252BRnsYj3WG%252BgxtymzrNZwEgszAf0m8gjovWyqqrEKBm0Z667xAU6zfokus%252FYIPL8%252BWBDMAJC7%252Fyg0HZUlihqYeVNWngJJO9pcCBtkLRmFQEAxqd8PF5EwQLNfrQFHGI2Sp5pxOnF7S8r9AKSygAGsLTjWIVd8k%7Campid%3APL_CLK%7Cclp%3A2334524&LH_BIN=1,refurb-mobiles,Movilesytelefonia,,Reacondicionado por el vendedor,
iphone 8 plus, iPhone 8 PLUS 64 GO  ARGENT / GRIS SIDERAL / OR / RED BON ETAT  VENDEUR PRO FR,"228,90 EUR",vie. 2 jul. y el lun. 9 ago.,"<span id=""sel-msku-variation"" style=""display:none"">-1</span>","reembolso de 30 días, el comprador paga los gastos de envío de la devolución","14,90 EUR",294228111049,https://www.ebay.es/itm/294228111049?_trkparms=ispr%3D1&hash=item44815caec9%3Ag%3AXFcAAOSwaNxgyKhY&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS%252Fwocn770hnih0B3mVHNZ5N48jNltv0YlMJiIyi3BkGrbtimeoXRvJn3iKjCIIeAKwauPx9lIh0r5pXeueCT1CKl3XK6eRz%252FwLGD3Q05Rmp7V4e9f0tzMARYpJa%252B%252BVrcTYkRiqMlNd3J1FqP4kbmFZeXMfdwSusn43%252BAYS4ZF3xxZfhlAetWi6BBasg26ttUtXD14HIHCHoTXpSr3X4voyl2ud%252Bb%252BNUtTRRoB%252FrMB2nUMe5u9VGfuStXJNhKl%252Bxe5%252FVnmm4paDsNIl33sklN%252B4ZOXkTSvPulGTDteThHFzU5Dzh6SQpbl0atJ23jWCG%252Bkd5tEVdbB8jaOjtwTs3PSavDHtmuOPKQaY9mmpHMjX3bQShQg8h84TSpoXbubNO32okB6YAiICXcj1SKnsQ%252FfgBsARvzy8t7oHrY1JMhnxL1BLaf50tB1yOw5xB4iBJuXBfrraZeoyAqFS0dy4ji6LYb2cxBOneqJ%252BvMyX2vp6wfTLgFjCsIbZ4IUNGmPB17vxZH8yYXJR1LzkJ763O9oD6E7bVIVDvazNXMTZXDAefusVwTDG8AU9vwW0jw5rz9l7Jx%252F0iqNgPDNdApasinG3VQ%252BZixc0PLVmjfd6MZSnhZoA%252FM3mhd24bZiDyFolo1qDy6uq8ttAgsalmKDADTxKOwYjLaTdfXDDo0zOmlB%252BOrWOvsYSZNiDm9wB8JXYtOi9dHzxR70t0pfT3HX0Xhnn4Jcn6NSLVVKgfmHyqcSR7IKWno%252F%252FLoTFBC%252BBb8uoeHzECMFPIhK53pEh6dVVAndF13BXzYBh4QDkadh8sPd8LFlWVXoSCUr4iw9byVSX%252Bop%7Campid%3APL_CLK%7Cclp%3A2334524&LH_BIN=1,mobileaccessoires,Movilesytelefonia,,Reacondicionado por el vendedor,
iphone 8 plus,Apple iPhone 8 Plus 64GB Negro (Reparar o Piezas),"90,00 EUR",mar. 6 jul. y el mié. 7 jul.,,No se aceptan devoluciones,"10,00 EUR",324689617733,https://www.ebay.es/itm/324689617733?hash=item4b99026345%3Ag%3AXpgAAOSwDTZgx1Lp&LH_BIN=1,slaterkillmore-x1544,Movilesysmartphones,,Para desguace o que no funciona,
iphone 8 plus,Oro 64GB Apple iPhone 8 Plus (Desbloqueado) Teléfono Inteligente,"300,96 EUR",vie. 9 jul. y el lun. 12 jul. ,,No se aceptan devoluciones,"14,93 EUR",334053229267,https://www.ebay.es/itm/334053229267?hash=item4dc71fc2d3%3Ag%3AuOMAAOSw%7Ep5gxyi6&LH_BIN=1,uk_kof,Movilesytelefonia,,"Abierto, sin usar",
iphone 8 plus,Apple iPhone 8 Plus - 256gb-plata como nuevo,"369,99 EUR",mié. 14 jul.  y el jue. 15 jul. ,,No se aceptan devoluciones,"13,99 EUR",255035036079,https://www.ebay.es/itm/255035036079?hash=item3b6145d1af%3Ag%3AJToAAOSwqvZg3BVk&LH_BIN=1,meisterbote1999,Movilesytelefonia,,"Abierto, sin usar",
iphone 8 plus,Apple Iphone 8 Plus 64GB Gris Espacial Grado A/B Usado Reacondicionad,"254,79 EUR",mar. 6 jul. y el mié. 7 jul.,,"reembolso de 30 días, el vendedor paga el envío de la devolución",GRATIS,265197939992,https://www.ebay.es/itm/265197939992?hash=item3dbf076d18%3Ag%3AZRYAAOSw5FFgyF6X&LH_BIN=1,aix-axore,Movilesysmartphones,,Reacondicionado por el vendedor,
iphone 8 plus,Apple iPhone 8 Plus - 64GB-Plateado (Vodafone) A1897 (GSM),"185,92 EUR",lun. 12 jul.  y el mié. 14 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución","16,91 EUR",353552138731,https://www.ebay.es/itm/353552138731?hash=item52515981eb%3Ag%3AhpEAAOSwE75g2ahr&LH_BIN=1,ewecash,Movilesytelefonia,,Usado,
iphone 8 plus,Apple iPhone 8 Plus - 64GB-Dorado (Desbloqueado) Muy Buen Estado,"225,43 EUR",vie. 9 jul. y el lun. 12 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución","13,56 EUR",402954209628,https://www.ebay.es/itm/402954209628?hash=item5dd1f1495c%3Ag%3ADIIAAOSwOZVg2dwp&LH_BIN=1,ihub-ltd,Movilesytelefonia,,Usado,
iphone 8 plus,Apple iPhone 6S Plus - 32GB + REGALOS FUNDAS + BATERIA AL 100% DE SALUD ORIGINAL,"165,00 EUR",mar. 6 jul. y el jue. 8 jul.,,No se aceptan devoluciones,GRATIS,384248664798,https://www.ebay.es/itm/384248664798?hash=item59770152de%3Ag%3AtMIAAOSwVUVg2wXT&LH_BIN=1,bohemia1971,Movilesysmartphones,,Usado,
